indicator_code;region_slug;period;value
ceni-ai95;astrahanskaya-oblast;201208;29.32
ceni-ai95;astrahanskaya-oblast;201209;29.61
ceni-ai95;astrahanskaya-oblast;201210;30.13
ceni-ai95;astrahanskaya-oblast;201211;30.21
ceni-ai95;astrahanskaya-oblast;201212;30.21
ceni-ai95;astrahanskaya-oblast;201301;30.49
ceni-ai95;astrahanskaya-oblast;201302;30.84
ceni-ai95;astrahanskaya-oblast;201303;31.22
ceni-ai95;astrahanskaya-oblast;201304;30.95
ceni-ai95;astrahanskaya-oblast;201305;30.87
ceni-ai95;astrahanskaya-oblast;201306;30.82
ceni-ai95;astrahanskaya-oblast;201307;30.85
ceni-ai95;astrahanskaya-oblast;201308;32.13
ceni-ai95;astrahanskaya-oblast;201309;32.53
ceni-ai95;astrahanskaya-oblast;201310;32.36
ceni-ai95;astrahanskaya-oblast;201311;32.38
ceni-ai95;astrahanskaya-oblast;201312;32.38
ceni-ai95;astrahanskaya-oblast;201401;32.27
ceni-ai95;astrahanskaya-oblast;201402;32.32
ceni-ai95;astrahanskaya-oblast;201403;32.78
ceni-ai95;astrahanskaya-oblast;201404;33.05
ceni-ai95;astrahanskaya-oblast;201405;33.33
ceni-ai95;astrahanskaya-oblast;201406;33.38
ceni-ai95;astrahanskaya-oblast;201407;34.08
ceni-ai95;astrahanskaya-oblast;201408;34.65
ceni-ai95;astrahanskaya-oblast;201409;34.85
ceni-ai95;astrahanskaya-oblast;201410;35.3
ceni-ai95;astrahanskaya-oblast;201411;35.47
ceni-ai95;astrahanskaya-oblast;201412;35.08
ceni-ai95;astrahanskaya-oblast;201501;35.35
ceni-ai95;astrahanskaya-oblast;201502;35.22
ceni-ai95;astrahanskaya-oblast;201503;35.16
ceni-ai95;astrahanskaya-oblast;201504;35.46
ceni-ai95;astrahanskaya-oblast;201505;35.46
ceni-ai95;astrahanskaya-oblast;201506;35.5
ceni-ai95;astrahanskaya-oblast;201507;36.19
ceni-ai95;astrahanskaya-oblast;201508;36.8
ceni-ai95;astrahanskaya-oblast;201509;37.28
ceni-ai95;astrahanskaya-oblast;201510;37.28
ceni-ai95;astrahanskaya-oblast;201511;37.28
ceni-ai95;astrahanskaya-oblast;201512;37.25
ceni-ai95;astrahanskaya-oblast;201601;37.14
ceni-ai95;astrahanskaya-oblast;201602;37.05
ceni-ai95;astrahanskaya-oblast;201603;37.61
ceni-ai95;astrahanskaya-oblast;201604;37.72
ceni-ai95;astrahanskaya-oblast;201605;38.18
ceni-ai95;astrahanskaya-oblast;201606;38.67
ceni-ai95;astrahanskaya-oblast;201607;39.31
ceni-ai95;astrahanskaya-oblast;201608;39.42
ceni-ai95;astrahanskaya-oblast;201609;39.38
ceni-ai95;astrahanskaya-oblast;201610;39.38
ceni-ai95;astrahanskaya-oblast;201611;39.38
ceni-ai95;astrahanskaya-oblast;201612;39.42
ceni-ai95;astrahanskaya-oblast;201701;39.51
ceni-ai95;astrahanskaya-oblast;201702;39.63
ceni-ai95;astrahanskaya-oblast;201703;39.94
ceni-ai95;astrahanskaya-oblast;201704;40.18
ceni-ai95;astrahanskaya-oblast;201705;40.36
ceni-ai95;astrahanskaya-oblast;201706;40.93
ceni-ai95;astrahanskaya-oblast;201707;40.99
ceni-ai95;astrahanskaya-oblast;201708;40.99
ceni-ai95;astrahanskaya-oblast;201709;41.05
ceni-ai95;astrahanskaya-oblast;201710;41.17
ceni-ai95;astrahanskaya-oblast;201711;41.28
ceni-ai95;astrahanskaya-oblast;201712;41.73
ceni-ai95;astrahanskaya-oblast;201801;41.86
ceni-ai95;astrahanskaya-oblast;201802;41.8
ceni-ai95;astrahanskaya-oblast;201803;41.85
ceni-ai95;astrahanskaya-oblast;201804;42.42
ceni-ai95;astrahanskaya-oblast;201805;43.7
ceni-ai95;astrahanskaya-oblast;201806;45.94
ceni-ai95;astrahanskaya-oblast;201807;45.52
ceni-ai95;astrahanskaya-oblast;201808;45.27
ceni-ai95;astrahanskaya-oblast;201809;45.22
ceni-ai95;astrahanskaya-oblast;201810;45.26
ceni-ai95;astrahanskaya-oblast;201811;45.31
ceni-ai95;astrahanskaya-oblast;201812;45.15
ceni-ai95;astrahanskaya-oblast;201901;45.92
ceni-ai95;astrahanskaya-oblast;201902;45.92
ceni-ai95;astrahanskaya-oblast;201903;45.84
ceni-ai95;astrahanskaya-oblast;201904;45.93
ceni-ai95;astrahanskaya-oblast;201905;46.05
ceni-ai95;astrahanskaya-oblast;201906;46.59
ceni-ai95;astrahanskaya-oblast;201907;46.83
ceni-ai95;astrahanskaya-oblast;201908;46.87
ceni-ai95;astrahanskaya-oblast;201909;46.92
ceni-ai95;astrahanskaya-oblast;201910;46.98
ceni-ai95;astrahanskaya-oblast;201911;47.03
ceni-ai95;astrahanskaya-oblast;201912;46.99
ceni-ai95;astrahanskaya-oblast;202001;47.03
ceni-ai95;astrahanskaya-oblast;202002;47.06
ceni-ai95;astrahanskaya-oblast;202003;47.06
ceni-ai95;astrahanskaya-oblast;202004;46.87
ceni-ai95;astrahanskaya-oblast;202005;46.86
ceni-ai95;astrahanskaya-oblast;202006;47.29
ceni-ai95;astrahanskaya-oblast;202007;47.83
ceni-ai95;astrahanskaya-oblast;202008;47.92
ceni-ai95;astrahanskaya-oblast;202009;48.06
ceni-ai95;astrahanskaya-oblast;202010;48.29
ceni-ai95;astrahanskaya-oblast;202011;48.31
ceni-ai95;astrahanskaya-oblast;202012;48.46
ceni-ai95;astrahanskaya-oblast;202101;48.81
ceni-ai95;astrahanskaya-oblast;202102;49.07
ceni-ai95;astrahanskaya-oblast;202103;49.32
ceni-ai95;astrahanskaya-oblast;202104;49.56
ceni-ai95;astrahanskaya-oblast;202105;49.56
ceni-ai95;astrahanskaya-oblast;202106;49.95
ceni-ai95;astrahanskaya-oblast;202107;50.27
ceni-ai95;astrahanskaya-oblast;202108;51.29
ceni-ai95;astrahanskaya-oblast;202109;51.25
ceni-ai95;astrahanskaya-oblast;202110;51.41
ceni-ai95;astrahanskaya-oblast;202111;51.86
ceni-ai95;astrahanskaya-oblast;202112;52.47
ceni-ai95;astrahanskaya-oblast;202201;53.1
ceni-ai95;astrahanskaya-oblast;202202;53.09
ceni-ai95;astrahanskaya-oblast;202203;52.75
ceni-ai95;astrahanskaya-oblast;202204;52.57
ceni-ai95;astrahanskaya-oblast;202205;52.49
ceni-ai95;astrahanskaya-oblast;202206;52.49
ceni-ai95;astrahanskaya-oblast;202207;52.49
ceni-ai95;astrahanskaya-oblast;202208;52.65
ceni-ai95;astrahanskaya-oblast;202209;52.67
ceni-ai95;astrahanskaya-oblast;202210;52.67
ceni-ai95;astrahanskaya-oblast;202211;52.85
ceni-ai95;astrahanskaya-oblast;202212;52.81
ceni-ai95;astrahanskaya-oblast;202301;52.81
ceni-ai95;astrahanskaya-oblast;202302;52.81
ceni-ai95;astrahanskaya-oblast;202303;52.89
ceni-ai95;astrahanskaya-oblast;202304;52.89
ceni-ai95;astrahanskaya-oblast;202305;53.17
ceni-ai95;astrahanskaya-oblast;202306;53.44
ceni-ai95;astrahanskaya-oblast;202307;54.79
ceni-ai95;astrahanskaya-oblast;202308;56.53
ceni-ai95;astrahanskaya-oblast;202309;56.94
ceni-ai95;astrahanskaya-oblast;202310;56.44
ceni-ai95;astrahanskaya-oblast;202311;56.01
ceni-ai95;astrahanskaya-oblast;202312;56.16
ceni-ai95;astrahanskaya-oblast;202401;56.34
ceni-ai95;astrahanskaya-oblast;202402;56.34
ceni-ai95;astrahanskaya-oblast;202403;56.41
ceni-ai95;astrahanskaya-oblast;202404;56.77
ceni-ai95;astrahanskaya-oblast;202405;57.0
ceni-ai95;astrahanskaya-oblast;202406;57.45
ceni-ai95;astrahanskaya-oblast;202407;58.6
ceni-ai95;astrahanskaya-oblast;202408;59.04
ceni-ai95;astrahanskaya-oblast;202409;59.21
ceni-ai95;astrahanskaya-oblast;202410;59.44
ceni-ai95;astrahanskaya-oblast;202411;60.31
ceni-ai95;astrahanskaya-oblast;202412;61.15
ceni-ai95;astrahanskaya-oblast;202501;61.91
ceni-ai95;astrahanskaya-oblast;202502;62.03
ceni-ai95;astrahanskaya-oblast;202503;62.3
ceni-ai95;astrahanskaya-oblast;202504;62.74
ceni-ai95;astrahanskaya-oblast;202505;62.79
ceni-ai95;astrahanskaya-oblast;202506;63.18
ceni-ai95;astrahanskaya-oblast;202507;64.1
ceni-ai95;astrahanskaya-oblast;202508;65.29
ceni-ai95;astrahanskaya-oblast;202509;67.11
ceni-ai95;astrahanskaya-oblast;202510;68.04
ceni-ai95;astrahanskaya-oblast;202511;68.02
ceni-ai95;astrahanskaya-oblast;202512;67.9
ceni-ai95;astrahanskaya-oblast;202601;68.46
ceni-ai95;astrahanskaya-oblast;202602;68.92
ceni-ai95;astrahanskaya-oblast;202603;69.63
ceni-ai95;astrahanskaya-oblast;202604;69.98
ceni-ai95;astrahanskaya-oblast;202605;70.58
ceni-ai95;astrahanskaya-oblast;202606;72.59
ceni-ai95;astrahanskaya-oblast;202607;74.08
ceni-ai95;belgorodskaya-oblast;200301;10.72
ceni-ai95;belgorodskaya-oblast;200302;11.8
ceni-ai95;belgorodskaya-oblast;200303;11.59
ceni-ai95;belgorodskaya-oblast;200304;11.56
ceni-ai95;belgorodskaya-oblast;200305;11.24
ceni-ai95;belgorodskaya-oblast;200306;11.17
ceni-ai95;belgorodskaya-oblast;200307;11.31
ceni-ai95;belgorodskaya-oblast;200308;11.81
ceni-ai95;belgorodskaya-oblast;200309;12.27
ceni-ai95;belgorodskaya-oblast;200310;12.56
ceni-ai95;belgorodskaya-oblast;200311;12.59
ceni-ai95;belgorodskaya-oblast;200312;12.59
ceni-ai95;belgorodskaya-oblast;200401;12.59
ceni-ai95;belgorodskaya-oblast;200402;12.59
ceni-ai95;belgorodskaya-oblast;200403;12.59
ceni-ai95;belgorodskaya-oblast;200404;12.7
ceni-ai95;belgorodskaya-oblast;200405;13.39
ceni-ai95;belgorodskaya-oblast;200406;13.9
ceni-ai95;belgorodskaya-oblast;200407;14.58
ceni-ai95;belgorodskaya-oblast;200408;15.0
ceni-ai95;belgorodskaya-oblast;200409;15.7
ceni-ai95;belgorodskaya-oblast;200410;15.7
ceni-ai95;belgorodskaya-oblast;200411;15.96
ceni-ai95;belgorodskaya-oblast;200412;15.92
ceni-ai95;belgorodskaya-oblast;200501;15.71
ceni-ai95;belgorodskaya-oblast;200502;15.5
ceni-ai95;belgorodskaya-oblast;200503;15.64
ceni-ai95;belgorodskaya-oblast;200504;16.58
ceni-ai95;belgorodskaya-oblast;200505;16.93
ceni-ai95;belgorodskaya-oblast;200506;16.89
ceni-ai95;belgorodskaya-oblast;200507;16.94
ceni-ai95;belgorodskaya-oblast;200508;17.5
ceni-ai95;belgorodskaya-oblast;200509;18.63
ceni-ai95;belgorodskaya-oblast;200510;18.73
ceni-ai95;belgorodskaya-oblast;200511;18.85
ceni-ai95;belgorodskaya-oblast;200512;18.85
ceni-ai95;belgorodskaya-oblast;200601;18.82
ceni-ai95;belgorodskaya-oblast;200602;19.01
ceni-ai95;belgorodskaya-oblast;200603;19.02
ceni-ai95;belgorodskaya-oblast;200604;19.02
ceni-ai95;belgorodskaya-oblast;200605;19.02
ceni-ai95;belgorodskaya-oblast;200606;19.02
ceni-ai95;belgorodskaya-oblast;200607;19.11
ceni-ai95;belgorodskaya-oblast;200608;20.68
ceni-ai95;belgorodskaya-oblast;200609;21.02
ceni-ai95;belgorodskaya-oblast;200610;20.64
ceni-ai95;belgorodskaya-oblast;200611;20.53
ceni-ai95;belgorodskaya-oblast;200612;20.53
ceni-ai95;belgorodskaya-oblast;200701;20.53
ceni-ai95;belgorodskaya-oblast;200702;20.5
ceni-ai95;belgorodskaya-oblast;200703;20.5
ceni-ai95;belgorodskaya-oblast;200704;20.56
ceni-ai95;belgorodskaya-oblast;200705;20.76
ceni-ai95;belgorodskaya-oblast;200706;20.76
ceni-ai95;belgorodskaya-oblast;200707;20.78
ceni-ai95;belgorodskaya-oblast;200708;21.32
ceni-ai95;belgorodskaya-oblast;200709;21.34
ceni-ai95;belgorodskaya-oblast;200710;21.34
ceni-ai95;belgorodskaya-oblast;200711;21.47
ceni-ai95;belgorodskaya-oblast;200712;21.63
ceni-ai95;belgorodskaya-oblast;200801;21.67
ceni-ai95;belgorodskaya-oblast;200802;21.59
ceni-ai95;belgorodskaya-oblast;200803;22.0
ceni-ai95;belgorodskaya-oblast;200804;22.75
ceni-ai95;belgorodskaya-oblast;200805;23.04
ceni-ai95;belgorodskaya-oblast;200806;24.58
ceni-ai95;belgorodskaya-oblast;200807;25.82
ceni-ai95;belgorodskaya-oblast;200808;25.79
ceni-ai95;belgorodskaya-oblast;200809;25.42
ceni-ai95;belgorodskaya-oblast;200810;25.2
ceni-ai95;belgorodskaya-oblast;200811;24.55
ceni-ai95;belgorodskaya-oblast;200812;23.17
ceni-ai95;belgorodskaya-oblast;200901;21.53
ceni-ai95;belgorodskaya-oblast;200902;19.94
ceni-ai95;belgorodskaya-oblast;200903;19.94
ceni-ai95;belgorodskaya-oblast;200904;19.89
ceni-ai95;belgorodskaya-oblast;200905;19.87
ceni-ai95;belgorodskaya-oblast;200906;21.9
ceni-ai95;belgorodskaya-oblast;200907;22.3
ceni-ai95;belgorodskaya-oblast;200908;23.38
ceni-ai95;belgorodskaya-oblast;200909;23.71
ceni-ai95;belgorodskaya-oblast;200910;23.65
ceni-ai95;belgorodskaya-oblast;200911;23.59
ceni-ai95;belgorodskaya-oblast;200912;23.48
ceni-ai95;belgorodskaya-oblast;201001;23.25
ceni-ai95;belgorodskaya-oblast;201002;23.24
ceni-ai95;belgorodskaya-oblast;201003;23.26
ceni-ai95;belgorodskaya-oblast;201004;23.59
ceni-ai95;belgorodskaya-oblast;201005;23.84
ceni-ai95;belgorodskaya-oblast;201006;23.86
ceni-ai95;belgorodskaya-oblast;201007;24.19
ceni-ai95;belgorodskaya-oblast;201008;24.78
ceni-ai95;belgorodskaya-oblast;201009;24.74
ceni-ai95;belgorodskaya-oblast;201010;24.72
ceni-ai95;belgorodskaya-oblast;201011;24.95
ceni-ai95;belgorodskaya-oblast;201012;25.07
ceni-ai95;belgorodskaya-oblast;201101;25.15
ceni-ai95;belgorodskaya-oblast;201102;24.6
ceni-ai95;belgorodskaya-oblast;201103;24.53
ceni-ai95;belgorodskaya-oblast;201104;24.56
ceni-ai95;belgorodskaya-oblast;201105;26.65
ceni-ai95;belgorodskaya-oblast;201106;27.11
ceni-ai95;belgorodskaya-oblast;201107;27.45
ceni-ai95;belgorodskaya-oblast;201108;28.25
ceni-ai95;belgorodskaya-oblast;201109;28.35
ceni-ai95;belgorodskaya-oblast;201110;28.47
ceni-ai95;belgorodskaya-oblast;201111;28.67
ceni-ai95;belgorodskaya-oblast;201112;28.6
ceni-ai95;belgorodskaya-oblast;201201;28.25
ceni-ai95;belgorodskaya-oblast;201202;27.94
ceni-ai95;belgorodskaya-oblast;201203;27.97
ceni-ai95;belgorodskaya-oblast;201204;28.13
ceni-ai95;belgorodskaya-oblast;201205;28.44
ceni-ai95;belgorodskaya-oblast;201206;28.61
ceni-ai95;belgorodskaya-oblast;201207;28.6
ceni-ai95;belgorodskaya-oblast;201208;28.86
ceni-ai95;belgorodskaya-oblast;201209;29.43
ceni-ai95;belgorodskaya-oblast;201210;30.06
ceni-ai95;belgorodskaya-oblast;201211;30.23
ceni-ai95;belgorodskaya-oblast;201212;30.04
ceni-ai95;belgorodskaya-oblast;201301;29.97
ceni-ai95;belgorodskaya-oblast;201302;30.26
ceni-ai95;belgorodskaya-oblast;201303;30.35
ceni-ai95;belgorodskaya-oblast;201304;30.34
ceni-ai95;belgorodskaya-oblast;201305;30.3
ceni-ai95;belgorodskaya-oblast;201306;30.18
ceni-ai95;belgorodskaya-oblast;201307;30.12
ceni-ai95;belgorodskaya-oblast;201308;31.76
ceni-ai95;belgorodskaya-oblast;201309;32.17
ceni-ai95;belgorodskaya-oblast;201310;32.19
ceni-ai95;belgorodskaya-oblast;201311;32.24
ceni-ai95;belgorodskaya-oblast;201312;32.29
ceni-ai95;belgorodskaya-oblast;201401;32.21
ceni-ai95;belgorodskaya-oblast;201402;32.27
ceni-ai95;belgorodskaya-oblast;201403;32.59
ceni-ai95;belgorodskaya-oblast;201404;32.73
ceni-ai95;belgorodskaya-oblast;201405;33.06
ceni-ai95;belgorodskaya-oblast;201406;33.34
ceni-ai95;belgorodskaya-oblast;201407;33.68
ceni-ai95;belgorodskaya-oblast;201408;34.35
ceni-ai95;belgorodskaya-oblast;201409;34.55
ceni-ai95;belgorodskaya-oblast;201410;34.77
ceni-ai95;belgorodskaya-oblast;201411;34.91
ceni-ai95;belgorodskaya-oblast;201412;34.48
ceni-ai95;belgorodskaya-oblast;201501;34.83
ceni-ai95;belgorodskaya-oblast;201502;34.8
ceni-ai95;belgorodskaya-oblast;201503;34.82
ceni-ai95;belgorodskaya-oblast;201504;34.87
ceni-ai95;belgorodskaya-oblast;201505;34.83
ceni-ai95;belgorodskaya-oblast;201506;35.19
ceni-ai95;belgorodskaya-oblast;201507;36.16
ceni-ai95;belgorodskaya-oblast;201508;36.54
ceni-ai95;belgorodskaya-oblast;201509;36.81
ceni-ai95;belgorodskaya-oblast;201510;36.78
ceni-ai95;belgorodskaya-oblast;201511;36.78
ceni-ai95;belgorodskaya-oblast;201512;36.71
ceni-ai95;belgorodskaya-oblast;201601;36.64
ceni-ai95;belgorodskaya-oblast;201602;36.6
ceni-ai95;belgorodskaya-oblast;201603;36.76
ceni-ai95;belgorodskaya-oblast;201604;37.08
ceni-ai95;belgorodskaya-oblast;201605;37.1
ceni-ai95;belgorodskaya-oblast;201606;37.65
ceni-ai95;belgorodskaya-oblast;201607;38.19
ceni-ai95;belgorodskaya-oblast;201608;38.31
ceni-ai95;belgorodskaya-oblast;201609;38.29
ceni-ai95;belgorodskaya-oblast;201610;38.26
ceni-ai95;belgorodskaya-oblast;201611;38.34
ceni-ai95;belgorodskaya-oblast;201612;38.44
ceni-ai95;belgorodskaya-oblast;201701;38.68
ceni-ai95;belgorodskaya-oblast;201702;38.87
ceni-ai95;belgorodskaya-oblast;201703;39.05
ceni-ai95;belgorodskaya-oblast;201704;39.32
ceni-ai95;belgorodskaya-oblast;201705;39.67
ceni-ai95;belgorodskaya-oblast;201706;40.13
ceni-ai95;belgorodskaya-oblast;201707;40.17
ceni-ai95;belgorodskaya-oblast;201708;40.16
ceni-ai95;belgorodskaya-oblast;201709;40.29
ceni-ai95;belgorodskaya-oblast;201710;40.35
ceni-ai95;belgorodskaya-oblast;201711;40.78
ceni-ai95;belgorodskaya-oblast;201712;41.13
ceni-ai95;belgorodskaya-oblast;201801;41.13
ceni-ai95;belgorodskaya-oblast;201802;41.12
ceni-ai95;belgorodskaya-oblast;201803;41.12
ceni-ai95;belgorodskaya-oblast;201804;41.33
ceni-ai95;belgorodskaya-oblast;201805;43.24
ceni-ai95;belgorodskaya-oblast;201806;45.09
ceni-ai95;belgorodskaya-oblast;201807;45.05
ceni-ai95;belgorodskaya-oblast;201808;44.74
ceni-ai95;belgorodskaya-oblast;201809;44.46
ceni-ai95;belgorodskaya-oblast;201810;44.53
ceni-ai95;belgorodskaya-oblast;201811;44.54
ceni-ai95;belgorodskaya-oblast;201812;44.46
ceni-ai95;belgorodskaya-oblast;201901;45.03
ceni-ai95;belgorodskaya-oblast;201902;44.96
ceni-ai95;belgorodskaya-oblast;201903;44.96
ceni-ai95;belgorodskaya-oblast;201904;45.02
ceni-ai95;belgorodskaya-oblast;201905;45.11
ceni-ai95;belgorodskaya-oblast;201906;45.45
ceni-ai95;belgorodskaya-oblast;201907;45.55
ceni-ai95;belgorodskaya-oblast;201908;45.72
ceni-ai95;belgorodskaya-oblast;201909;45.73
ceni-ai95;belgorodskaya-oblast;201910;45.92
ceni-ai95;belgorodskaya-oblast;201911;45.95
ceni-ai95;belgorodskaya-oblast;201912;46.0
ceni-ai95;belgorodskaya-oblast;202001;46.16
ceni-ai95;belgorodskaya-oblast;202002;46.32
ceni-ai95;belgorodskaya-oblast;202003;46.32
ceni-ai95;belgorodskaya-oblast;202004;46.29
ceni-ai95;belgorodskaya-oblast;202005;46.27
ceni-ai95;belgorodskaya-oblast;202006;46.81
ceni-ai95;belgorodskaya-oblast;202007;47.29
ceni-ai95;belgorodskaya-oblast;202008;47.27
ceni-ai95;belgorodskaya-oblast;202009;47.31
ceni-ai95;belgorodskaya-oblast;202010;47.31
ceni-ai95;belgorodskaya-oblast;202011;47.34
ceni-ai95;belgorodskaya-oblast;202012;47.44
ceni-ai95;belgorodskaya-oblast;202101;47.78
ceni-ai95;belgorodskaya-oblast;202102;48.02
ceni-ai95;belgorodskaya-oblast;202103;48.38
ceni-ai95;belgorodskaya-oblast;202104;48.69
ceni-ai95;belgorodskaya-oblast;202105;49.09
ceni-ai95;belgorodskaya-oblast;202106;49.45
ceni-ai95;belgorodskaya-oblast;202107;49.9
ceni-ai95;belgorodskaya-oblast;202108;50.51
ceni-ai95;belgorodskaya-oblast;202109;50.19
ceni-ai95;belgorodskaya-oblast;202110;50.43
ceni-ai95;belgorodskaya-oblast;202111;50.99
ceni-ai95;belgorodskaya-oblast;202112;51.59
ceni-ai95;belgorodskaya-oblast;202201;51.8
ceni-ai95;belgorodskaya-oblast;202202;51.84
ceni-ai95;belgorodskaya-oblast;202203;51.86
ceni-ai95;belgorodskaya-oblast;202204;51.69
ceni-ai95;belgorodskaya-oblast;202205;51.66
ceni-ai95;belgorodskaya-oblast;202206;51.58
ceni-ai95;belgorodskaya-oblast;202207;51.58
ceni-ai95;belgorodskaya-oblast;202208;51.69
ceni-ai95;belgorodskaya-oblast;202209;51.69
ceni-ai95;belgorodskaya-oblast;202210;51.69
ceni-ai95;belgorodskaya-oblast;202211;51.73
ceni-ai95;belgorodskaya-oblast;202212;51.73
ceni-ai95;belgorodskaya-oblast;202301;51.73
ceni-ai95;belgorodskaya-oblast;202302;51.73
ceni-ai95;belgorodskaya-oblast;202303;51.73
ceni-ai95;belgorodskaya-oblast;202304;51.77
ceni-ai95;belgorodskaya-oblast;202305;52.02
ceni-ai95;belgorodskaya-oblast;202306;52.9
ceni-ai95;belgorodskaya-oblast;202307;54.07
ceni-ai95;belgorodskaya-oblast;202308;55.34
ceni-ai95;belgorodskaya-oblast;202309;55.88
ceni-ai95;belgorodskaya-oblast;202310;55.41
ceni-ai95;belgorodskaya-oblast;202311;54.94
ceni-ai95;belgorodskaya-oblast;202312;54.8
ceni-ai95;belgorodskaya-oblast;202401;55.16
ceni-ai95;belgorodskaya-oblast;202402;55.16
ceni-ai95;belgorodskaya-oblast;202403;55.16
ceni-ai95;belgorodskaya-oblast;202404;55.73
ceni-ai95;belgorodskaya-oblast;202405;55.85
ceni-ai95;belgorodskaya-oblast;202406;56.69
ceni-ai95;belgorodskaya-oblast;202407;57.72
ceni-ai95;belgorodskaya-oblast;202408;58.03
ceni-ai95;belgorodskaya-oblast;202409;58.25
ceni-ai95;belgorodskaya-oblast;202410;58.52
ceni-ai95;belgorodskaya-oblast;202411;59.02
ceni-ai95;belgorodskaya-oblast;202412;59.93
ceni-ai95;belgorodskaya-oblast;202501;60.43
ceni-ai95;belgorodskaya-oblast;202502;60.8
ceni-ai95;belgorodskaya-oblast;202503;61.2
ceni-ai95;belgorodskaya-oblast;202504;61.83
ceni-ai95;belgorodskaya-oblast;202505;62.0
ceni-ai95;belgorodskaya-oblast;202506;62.29
ceni-ai95;belgorodskaya-oblast;202507;62.91
ceni-ai95;belgorodskaya-oblast;202508;63.54
ceni-ai95;belgorodskaya-oblast;202509;64.42
ceni-ai95;belgorodskaya-oblast;202510;65.34
ceni-ai95;belgorodskaya-oblast;202511;65.84
ceni-ai95;belgorodskaya-oblast;202512;65.93
ceni-ai95;belgorodskaya-oblast;202601;67.21
ceni-ai95;belgorodskaya-oblast;202602;67.85
ceni-ai95;belgorodskaya-oblast;202603;68.69
ceni-ai95;belgorodskaya-oblast;202604;69.03
ceni-ai95;belgorodskaya-oblast;202605;69.27
ceni-ai95;belgorodskaya-oblast;202606;71.91
ceni-ai95;belgorodskaya-oblast;202607;73.1
ceni-ai95;bryanskaya-oblast;200301;10.66
ceni-ai95;bryanskaya-oblast;200302;11.0
ceni-ai95;bryanskaya-oblast;200303;11.1
ceni-ai95;bryanskaya-oblast;200304;11.04
ceni-ai95;bryanskaya-oblast;200305;11.03
ceni-ai95;bryanskaya-oblast;200306;11.02
ceni-ai95;bryanskaya-oblast;200307;10.99
ceni-ai95;bryanskaya-oblast;200308;11.91
ceni-ai95;bryanskaya-oblast;200309;11.97
ceni-ai95;bryanskaya-oblast;200310;12.0
ceni-ai95;bryanskaya-oblast;200311;12.0
ceni-ai95;bryanskaya-oblast;200312;11.97
ceni-ai95;bryanskaya-oblast;200401;12.06
ceni-ai95;bryanskaya-oblast;200402;12.0
ceni-ai95;bryanskaya-oblast;200403;12.0
ceni-ai95;bryanskaya-oblast;200404;12.11
ceni-ai95;bryanskaya-oblast;200405;13.1
ceni-ai95;bryanskaya-oblast;200406;13.76
ceni-ai95;bryanskaya-oblast;200407;14.11
ceni-ai95;bryanskaya-oblast;200408;14.59
ceni-ai95;bryanskaya-oblast;200409;15.52
ceni-ai95;bryanskaya-oblast;200410;15.63
ceni-ai95;bryanskaya-oblast;200411;15.86
ceni-ai95;bryanskaya-oblast;200412;15.79
ceni-ai95;bryanskaya-oblast;200501;15.38
ceni-ai95;bryanskaya-oblast;200502;15.06
ceni-ai95;bryanskaya-oblast;200503;15.06
ceni-ai95;bryanskaya-oblast;200504;16.0
ceni-ai95;bryanskaya-oblast;200505;16.33
ceni-ai95;bryanskaya-oblast;200506;16.29
ceni-ai95;bryanskaya-oblast;200507;16.6
ceni-ai95;bryanskaya-oblast;200508;16.94
ceni-ai95;bryanskaya-oblast;200509;17.88
ceni-ai95;bryanskaya-oblast;200510;17.9
ceni-ai95;bryanskaya-oblast;200511;17.99
ceni-ai95;bryanskaya-oblast;200512;18.0
ceni-ai95;bryanskaya-oblast;200601;18.0
ceni-ai95;bryanskaya-oblast;200602;18.26
ceni-ai95;bryanskaya-oblast;200603;18.56
ceni-ai95;bryanskaya-oblast;200604;18.34
ceni-ai95;bryanskaya-oblast;200605;18.18
ceni-ai95;bryanskaya-oblast;200606;18.28
ceni-ai95;bryanskaya-oblast;200607;18.41
ceni-ai95;bryanskaya-oblast;200608;19.54
ceni-ai95;bryanskaya-oblast;200609;20.3
ceni-ai95;bryanskaya-oblast;200610;20.3
ceni-ai95;bryanskaya-oblast;200611;20.0
ceni-ai95;bryanskaya-oblast;200612;20.0
ceni-ai95;bryanskaya-oblast;200701;19.9
ceni-ai95;bryanskaya-oblast;200702;19.94
ceni-ai95;bryanskaya-oblast;200703;19.97
ceni-ai95;bryanskaya-oblast;200704;20.4
ceni-ai95;bryanskaya-oblast;200705;20.57
ceni-ai95;bryanskaya-oblast;200706;20.48
ceni-ai95;bryanskaya-oblast;200707;20.48
ceni-ai95;bryanskaya-oblast;200708;20.84
ceni-ai95;bryanskaya-oblast;200709;20.57
ceni-ai95;bryanskaya-oblast;200710;20.51
ceni-ai95;bryanskaya-oblast;200711;20.75
ceni-ai95;bryanskaya-oblast;200712;20.75
ceni-ai95;bryanskaya-oblast;200801;21.0
ceni-ai95;bryanskaya-oblast;200802;21.0
ceni-ai95;bryanskaya-oblast;200803;21.49
ceni-ai95;bryanskaya-oblast;200804;21.99
ceni-ai95;bryanskaya-oblast;200805;22.61
ceni-ai95;bryanskaya-oblast;200806;23.49
ceni-ai95;bryanskaya-oblast;200807;24.49
ceni-ai95;bryanskaya-oblast;200808;24.68
ceni-ai95;bryanskaya-oblast;200809;24.68
