indicator_code;region_slug;period;value
ceni-ai92;chukotskiy-ao;202309;63.0
ceni-ai92;chukotskiy-ao;202310;63.0
ceni-ai92;chukotskiy-ao;202311;63.0
ceni-ai92;chukotskiy-ao;202312;63.0
ceni-ai92;chukotskiy-ao;202401;63.0
ceni-ai92;chukotskiy-ao;202402;63.0
ceni-ai92;chukotskiy-ao;202403;63.0
ceni-ai92;chukotskiy-ao;202404;63.0
ceni-ai92;chukotskiy-ao;202405;63.0
ceni-ai92;chukotskiy-ao;202406;63.0
ceni-ai92;chukotskiy-ao;202407;63.0
ceni-ai92;chukotskiy-ao;202408;63.0
ceni-ai92;chukotskiy-ao;202409;63.0
ceni-ai92;chukotskiy-ao;202410;68.0
ceni-ai92;chukotskiy-ao;202411;68.0
ceni-ai92;chukotskiy-ao;202412;68.0
ceni-ai92;chukotskiy-ao;202501;68.0
ceni-ai92;chukotskiy-ao;202502;68.0
ceni-ai92;chukotskiy-ao;202503;68.0
ceni-ai92;chukotskiy-ao;202504;68.0
ceni-ai92;chukotskiy-ao;202505;68.0
ceni-ai92;chukotskiy-ao;202506;68.0
ceni-ai92;chukotskiy-ao;202507;74.0
ceni-ai92;chukotskiy-ao;202508;74.0
ceni-ai92;chukotskiy-ao;202509;74.0
ceni-ai92;chukotskiy-ao;202510;74.0
ceni-ai92;chukotskiy-ao;202511;74.0
ceni-ai92;chukotskiy-ao;202512;74.0
ceni-ai92;chukotskiy-ao;202601;76.0
ceni-ai92;chukotskiy-ao;202602;76.0
ceni-ai92;chukotskiy-ao;202603;76.0
ceni-ai92;chukotskiy-ao;202604;76.0
ceni-ai92;chukotskiy-ao;202605;76.0
ceni-ai92;chukotskiy-ao;202606;76.0
ceni-ai92;chukotskiy-ao;202607;76.0
ceni-ai92;chuvashskaya-respublika;200301;9.59
ceni-ai92;chuvashskaya-respublika;200302;9.96
ceni-ai92;chuvashskaya-respublika;200303;10.31
ceni-ai92;chuvashskaya-respublika;200304;10.2
ceni-ai92;chuvashskaya-respublika;200305;9.97
ceni-ai92;chuvashskaya-respublika;200306;9.97
ceni-ai92;chuvashskaya-respublika;200307;10.24
ceni-ai92;chuvashskaya-respublika;200308;10.29
ceni-ai92;chuvashskaya-respublika;200309;10.67
ceni-ai92;chuvashskaya-respublika;200310;10.7
ceni-ai92;chuvashskaya-respublika;200311;10.91
ceni-ai92;chuvashskaya-respublika;200312;10.99
ceni-ai92;chuvashskaya-respublika;200401;10.98
ceni-ai92;chuvashskaya-respublika;200402;10.98
ceni-ai92;chuvashskaya-respublika;200403;10.95
ceni-ai92;chuvashskaya-respublika;200404;11.58
ceni-ai92;chuvashskaya-respublika;200405;12.25
ceni-ai92;chuvashskaya-respublika;200406;12.94
ceni-ai92;chuvashskaya-respublika;200407;12.96
ceni-ai92;chuvashskaya-respublika;200408;13.39
ceni-ai92;chuvashskaya-respublika;200409;14.2
ceni-ai92;chuvashskaya-respublika;200410;14.2
ceni-ai92;chuvashskaya-respublika;200411;14.23
ceni-ai92;chuvashskaya-respublika;200412;13.74
ceni-ai92;chuvashskaya-respublika;200501;13.53
ceni-ai92;chuvashskaya-respublika;200502;13.53
ceni-ai92;chuvashskaya-respublika;200503;13.56
ceni-ai92;chuvashskaya-respublika;200504;13.62
ceni-ai92;chuvashskaya-respublika;200505;14.04
ceni-ai92;chuvashskaya-respublika;200506;14.14
ceni-ai92;chuvashskaya-respublika;200507;14.61
ceni-ai92;chuvashskaya-respublika;200508;15.08
ceni-ai92;chuvashskaya-respublika;200509;16.06
ceni-ai92;chuvashskaya-respublika;200510;16.07
ceni-ai92;chuvashskaya-respublika;200511;16.11
ceni-ai92;chuvashskaya-respublika;200512;15.79
ceni-ai92;chuvashskaya-respublika;200601;15.75
ceni-ai92;chuvashskaya-respublika;200602;16.12
ceni-ai92;chuvashskaya-respublika;200603;16.25
ceni-ai92;chuvashskaya-respublika;200604;16.25
ceni-ai92;chuvashskaya-respublika;200605;16.35
ceni-ai92;chuvashskaya-respublika;200606;16.44
ceni-ai92;chuvashskaya-respublika;200607;17.89
ceni-ai92;chuvashskaya-respublika;200608;18.38
ceni-ai92;chuvashskaya-respublika;200609;18.38
ceni-ai92;chuvashskaya-respublika;200610;18.35
ceni-ai92;chuvashskaya-respublika;200611;17.91
ceni-ai92;chuvashskaya-respublika;200612;17.66
ceni-ai92;chuvashskaya-respublika;200701;17.68
ceni-ai92;chuvashskaya-respublika;200702;17.67
ceni-ai92;chuvashskaya-respublika;200703;17.67
ceni-ai92;chuvashskaya-respublika;200704;17.67
ceni-ai92;chuvashskaya-respublika;200705;17.9
ceni-ai92;chuvashskaya-respublika;200706;18.3
ceni-ai92;chuvashskaya-respublika;200707;18.29
ceni-ai92;chuvashskaya-respublika;200708;18.73
ceni-ai92;chuvashskaya-respublika;200709;18.73
ceni-ai92;chuvashskaya-respublika;200710;18.76
ceni-ai92;chuvashskaya-respublika;200711;19.2
ceni-ai92;chuvashskaya-respublika;200712;19.91
ceni-ai92;chuvashskaya-respublika;200801;20.51
ceni-ai92;chuvashskaya-respublika;200802;20.51
ceni-ai92;chuvashskaya-respublika;200803;21.06
ceni-ai92;chuvashskaya-respublika;200804;22.49
ceni-ai92;chuvashskaya-respublika;200805;23.12
ceni-ai92;chuvashskaya-respublika;200806;23.35
ceni-ai92;chuvashskaya-respublika;200807;23.72
ceni-ai92;chuvashskaya-respublika;200808;23.66
ceni-ai92;chuvashskaya-respublika;200809;23.04
ceni-ai92;chuvashskaya-respublika;200810;22.49
ceni-ai92;chuvashskaya-respublika;200811;21.42
ceni-ai92;chuvashskaya-respublika;200812;20.7
ceni-ai92;chuvashskaya-respublika;200901;19.55
ceni-ai92;chuvashskaya-respublika;200902;18.42
ceni-ai92;chuvashskaya-respublika;200903;18.27
ceni-ai92;chuvashskaya-respublika;200904;18.12
ceni-ai92;chuvashskaya-respublika;200905;17.27
ceni-ai92;chuvashskaya-respublika;200906;19.72
ceni-ai92;chuvashskaya-respublika;200907;21.59
ceni-ai92;chuvashskaya-respublika;200908;21.94
ceni-ai92;chuvashskaya-respublika;200909;22.31
ceni-ai92;chuvashskaya-respublika;200910;21.88
ceni-ai92;chuvashskaya-respublika;200911;21.76
ceni-ai92;chuvashskaya-respublika;200912;20.63
ceni-ai92;chuvashskaya-respublika;201001;20.63
ceni-ai92;chuvashskaya-respublika;201002;21.3
ceni-ai92;chuvashskaya-respublika;201003;21.71
ceni-ai92;chuvashskaya-respublika;201004;22.32
ceni-ai92;chuvashskaya-respublika;201005;22.64
ceni-ai92;chuvashskaya-respublika;201006;22.64
ceni-ai92;chuvashskaya-respublika;201007;22.7
ceni-ai92;chuvashskaya-respublika;201008;22.73
ceni-ai92;chuvashskaya-respublika;201009;22.73
ceni-ai92;chuvashskaya-respublika;201010;22.76
ceni-ai92;chuvashskaya-respublika;201011;22.87
ceni-ai92;chuvashskaya-respublika;201012;22.87
ceni-ai92;chuvashskaya-respublika;201101;23.68
ceni-ai92;chuvashskaya-respublika;201102;23.06
ceni-ai92;chuvashskaya-respublika;201103;23.06
ceni-ai92;chuvashskaya-respublika;201104;23.44
ceni-ai92;chuvashskaya-respublika;201105;24.74
ceni-ai92;chuvashskaya-respublika;201106;25.58
ceni-ai92;chuvashskaya-respublika;201107;25.57
ceni-ai92;chuvashskaya-respublika;201108;26.13
ceni-ai92;chuvashskaya-respublika;201109;26.15
ceni-ai92;chuvashskaya-respublika;201110;26.4
ceni-ai92;chuvashskaya-respublika;201111;26.49
ceni-ai92;chuvashskaya-respublika;201112;26.26
ceni-ai92;chuvashskaya-respublika;201201;25.88
ceni-ai92;chuvashskaya-respublika;201202;25.65
ceni-ai92;chuvashskaya-respublika;201203;25.68
ceni-ai92;chuvashskaya-respublika;201204;26.23
ceni-ai92;chuvashskaya-respublika;201205;26.69
ceni-ai92;chuvashskaya-respublika;201206;26.71
ceni-ai92;chuvashskaya-respublika;201207;26.49
ceni-ai92;chuvashskaya-respublika;201208;26.59
ceni-ai92;chuvashskaya-respublika;201209;27.17
ceni-ai92;chuvashskaya-respublika;201210;27.75
ceni-ai92;chuvashskaya-respublika;201211;27.75
ceni-ai92;chuvashskaya-respublika;201212;27.24
ceni-ai92;chuvashskaya-respublika;201301;27.36
ceni-ai92;chuvashskaya-respublika;201302;27.75
ceni-ai92;chuvashskaya-respublika;201303;28.15
ceni-ai92;chuvashskaya-respublika;201304;27.9
ceni-ai92;chuvashskaya-respublika;201305;27.68
ceni-ai92;chuvashskaya-respublika;201306;27.66
ceni-ai92;chuvashskaya-respublika;201307;27.48
ceni-ai92;chuvashskaya-respublika;201308;28.9
ceni-ai92;chuvashskaya-respublika;201309;29.18
ceni-ai92;chuvashskaya-respublika;201310;29.21
ceni-ai92;chuvashskaya-respublika;201311;29.21
ceni-ai92;chuvashskaya-respublika;201312;28.98
ceni-ai92;chuvashskaya-respublika;201401;28.73
ceni-ai92;chuvashskaya-respublika;201402;29.19
ceni-ai92;chuvashskaya-respublika;201403;29.86
ceni-ai92;chuvashskaya-respublika;201404;30.19
ceni-ai92;chuvashskaya-respublika;201405;30.21
ceni-ai92;chuvashskaya-respublika;201406;30.54
ceni-ai92;chuvashskaya-respublika;201407;31.15
ceni-ai92;chuvashskaya-respublika;201408;31.75
ceni-ai92;chuvashskaya-respublika;201409;32.3
ceni-ai92;chuvashskaya-respublika;201410;32.57
ceni-ai92;chuvashskaya-respublika;201411;32.52
ceni-ai92;chuvashskaya-respublika;201412;32.21
ceni-ai92;chuvashskaya-respublika;201501;31.89
ceni-ai92;chuvashskaya-respublika;201502;31.64
ceni-ai92;chuvashskaya-respublika;201503;31.55
ceni-ai92;chuvashskaya-respublika;201504;31.57
ceni-ai92;chuvashskaya-respublika;201505;31.57
ceni-ai92;chuvashskaya-respublika;201506;32.22
ceni-ai92;chuvashskaya-respublika;201507;33.39
ceni-ai92;chuvashskaya-respublika;201508;33.73
ceni-ai92;chuvashskaya-respublika;201509;33.92
ceni-ai92;chuvashskaya-respublika;201510;33.79
ceni-ai92;chuvashskaya-respublika;201511;33.61
ceni-ai92;chuvashskaya-respublika;201512;33.18
ceni-ai92;chuvashskaya-respublika;201601;33.07
ceni-ai92;chuvashskaya-respublika;201602;32.86
ceni-ai92;chuvashskaya-respublika;201603;33.86
ceni-ai92;chuvashskaya-respublika;201604;34.06
ceni-ai92;chuvashskaya-respublika;201605;33.86
ceni-ai92;chuvashskaya-respublika;201606;34.33
ceni-ai92;chuvashskaya-respublika;201607;34.39
ceni-ai92;chuvashskaya-respublika;201608;34.48
ceni-ai92;chuvashskaya-respublika;201609;34.3
ceni-ai92;chuvashskaya-respublika;201610;34.06
ceni-ai92;chuvashskaya-respublika;201611;34.08
ceni-ai92;chuvashskaya-respublika;201612;34.78
ceni-ai92;chuvashskaya-respublika;201701;35.49
ceni-ai92;chuvashskaya-respublika;201702;35.59
ceni-ai92;chuvashskaya-respublika;201703;35.88
ceni-ai92;chuvashskaya-respublika;201704;35.93
ceni-ai92;chuvashskaya-respublika;201705;36.46
ceni-ai92;chuvashskaya-respublika;201706;36.62
ceni-ai92;chuvashskaya-respublika;201707;36.6
ceni-ai92;chuvashskaya-respublika;201708;36.55
ceni-ai92;chuvashskaya-respublika;201709;36.56
ceni-ai92;chuvashskaya-respublika;201710;36.62
ceni-ai92;chuvashskaya-respublika;201711;36.76
ceni-ai92;chuvashskaya-respublika;201712;37.4
ceni-ai92;chuvashskaya-respublika;201801;37.73
ceni-ai92;chuvashskaya-respublika;201802;37.69
ceni-ai92;chuvashskaya-respublika;201803;37.69
ceni-ai92;chuvashskaya-respublika;201804;38.34
ceni-ai92;chuvashskaya-respublika;201805;40.61
ceni-ai92;chuvashskaya-respublika;201806;40.9
ceni-ai92;chuvashskaya-respublika;201807;40.79
ceni-ai92;chuvashskaya-respublika;201808;40.79
ceni-ai92;chuvashskaya-respublika;201809;40.81
ceni-ai92;chuvashskaya-respublika;201810;40.85
ceni-ai92;chuvashskaya-respublika;201811;40.88
ceni-ai92;chuvashskaya-respublika;201812;40.63
ceni-ai92;chuvashskaya-respublika;201901;40.98
ceni-ai92;chuvashskaya-respublika;201902;40.96
ceni-ai92;chuvashskaya-respublika;201903;40.63
ceni-ai92;chuvashskaya-respublika;201904;41.0
ceni-ai92;chuvashskaya-respublika;201905;41.31
ceni-ai92;chuvashskaya-respublika;201906;41.72
ceni-ai92;chuvashskaya-respublika;201907;41.83
ceni-ai92;chuvashskaya-respublika;201908;41.9
ceni-ai92;chuvashskaya-respublika;201909;41.85
ceni-ai92;chuvashskaya-respublika;201910;41.87
ceni-ai92;chuvashskaya-respublika;201911;41.59
ceni-ai92;chuvashskaya-respublika;201912;41.6
ceni-ai92;chuvashskaya-respublika;202001;41.93
ceni-ai92;chuvashskaya-respublika;202002;42.0
ceni-ai92;chuvashskaya-respublika;202003;41.94
ceni-ai92;chuvashskaya-respublika;202004;41.76
ceni-ai92;chuvashskaya-respublika;202005;41.76
ceni-ai92;chuvashskaya-respublika;202006;41.97
ceni-ai92;chuvashskaya-respublika;202007;42.61
ceni-ai92;chuvashskaya-respublika;202008;42.7
ceni-ai92;chuvashskaya-respublika;202009;42.76
ceni-ai92;chuvashskaya-respublika;202010;42.85
ceni-ai92;chuvashskaya-respublika;202011;42.95
ceni-ai92;chuvashskaya-respublika;202012;42.95
ceni-ai92;chuvashskaya-respublika;202101;43.2
ceni-ai92;chuvashskaya-respublika;202102;43.61
ceni-ai92;chuvashskaya-respublika;202103;44.23
ceni-ai92;chuvashskaya-respublika;202104;44.34
ceni-ai92;chuvashskaya-respublika;202105;44.52
ceni-ai92;chuvashskaya-respublika;202106;44.73
ceni-ai92;chuvashskaya-respublika;202107;44.99
ceni-ai92;chuvashskaya-respublika;202108;45.53
ceni-ai92;chuvashskaya-respublika;202109;45.11
ceni-ai92;chuvashskaya-respublika;202110;45.47
ceni-ai92;chuvashskaya-respublika;202111;46.01
ceni-ai92;chuvashskaya-respublika;202112;46.48
ceni-ai92;chuvashskaya-respublika;202201;46.74
ceni-ai92;chuvashskaya-respublika;202202;46.72
ceni-ai92;chuvashskaya-respublika;202203;46.61
ceni-ai92;chuvashskaya-respublika;202204;46.39
ceni-ai92;chuvashskaya-respublika;202205;46.34
ceni-ai92;chuvashskaya-respublika;202206;46.34
ceni-ai92;chuvashskaya-respublika;202207;46.34
ceni-ai92;chuvashskaya-respublika;202208;46.46
ceni-ai92;chuvashskaya-respublika;202209;46.48
ceni-ai92;chuvashskaya-respublika;202210;46.48
ceni-ai92;chuvashskaya-respublika;202211;46.54
ceni-ai92;chuvashskaya-respublika;202212;46.55
ceni-ai92;chuvashskaya-respublika;202301;46.4
ceni-ai92;chuvashskaya-respublika;202302;46.4
ceni-ai92;chuvashskaya-respublika;202303;46.4
ceni-ai92;chuvashskaya-respublika;202304;46.44
ceni-ai92;chuvashskaya-respublika;202305;46.79
ceni-ai92;chuvashskaya-respublika;202306;47.63
ceni-ai92;chuvashskaya-respublika;202307;48.63
ceni-ai92;chuvashskaya-respublika;202308;49.51
ceni-ai92;chuvashskaya-respublika;202309;49.79
ceni-ai92;chuvashskaya-respublika;202310;49.25
ceni-ai92;chuvashskaya-respublika;202311;48.91
ceni-ai92;chuvashskaya-respublika;202312;49.0
ceni-ai92;chuvashskaya-respublika;202401;49.1
ceni-ai92;chuvashskaya-respublika;202402;49.1
ceni-ai92;chuvashskaya-respublika;202403;49.02
ceni-ai92;chuvashskaya-respublika;202404;49.06
ceni-ai92;chuvashskaya-respublika;202405;49.41
ceni-ai92;chuvashskaya-respublika;202406;49.77
ceni-ai92;chuvashskaya-respublika;202407;50.98
ceni-ai92;chuvashskaya-respublika;202408;51.5
ceni-ai92;chuvashskaya-respublika;202409;51.96
ceni-ai92;chuvashskaya-respublika;202410;52.18
ceni-ai92;chuvashskaya-respublika;202411;52.8
ceni-ai92;chuvashskaya-respublika;202412;53.52
ceni-ai92;chuvashskaya-respublika;202501;53.75
ceni-ai92;chuvashskaya-respublika;202502;53.87
ceni-ai92;chuvashskaya-respublika;202503;54.01
ceni-ai92;chuvashskaya-respublika;202504;54.57
ceni-ai92;chuvashskaya-respublika;202505;54.99
ceni-ai92;chuvashskaya-respublika;202506;55.68
ceni-ai92;chuvashskaya-respublika;202507;56.25
ceni-ai92;chuvashskaya-respublika;202508;56.48
ceni-ai92;chuvashskaya-respublika;202509;58.36
ceni-ai92;chuvashskaya-respublika;202510;60.89
ceni-ai92;chuvashskaya-respublika;202511;59.53
ceni-ai92;chuvashskaya-respublika;202512;59.17
ceni-ai92;chuvashskaya-respublika;202601;59.88
ceni-ai92;chuvashskaya-respublika;202602;60.66
ceni-ai92;chuvashskaya-respublika;202603;61.71
ceni-ai92;chuvashskaya-respublika;202604;62.37
ceni-ai92;chuvashskaya-respublika;202605;63.03
ceni-ai92;chuvashskaya-respublika;202606;71.55
ceni-ai92;chuvashskaya-respublika;202607;71.35
ceni-ai92;dfo;201901;43.52
ceni-ai92;dfo;201902;43.46
ceni-ai92;dfo;201903;43.41
ceni-ai92;dfo;201904;43.35
ceni-ai92;dfo;201905;43.76
ceni-ai92;dfo;201906;43.97
ceni-ai92;dfo;201907;43.97
ceni-ai92;dfo;201908;44.16
ceni-ai92;dfo;201909;44.34
ceni-ai92;dfo;201910;44.38
ceni-ai92;dfo;201911;44.63
ceni-ai92;dfo;201912;44.74
ceni-ai92;dfo;202001;45.02
ceni-ai92;dfo;202002;45.2
ceni-ai92;dfo;202003;45.52
ceni-ai92;dfo;202004;45.47
ceni-ai92;dfo;202005;45.43
ceni-ai92;dfo;202006;45.6
ceni-ai92;dfo;202007;45.98
ceni-ai92;dfo;202008;46.24
ceni-ai92;dfo;202009;46.49
ceni-ai92;dfo;202010;46.53
ceni-ai92;dfo;202011;46.64
ceni-ai92;dfo;202012;46.83
ceni-ai92;dfo;202101;47.18
ceni-ai92;dfo;202102;47.73
ceni-ai92;dfo;202103;48.31
ceni-ai92;dfo;202104;48.46
ceni-ai92;dfo;202105;48.7
ceni-ai92;dfo;202106;49.12
ceni-ai92;dfo;202107;49.4
ceni-ai92;dfo;202108;50.19
ceni-ai92;dfo;202109;50.17
ceni-ai92;dfo;202110;50.49
ceni-ai92;dfo;202111;51.04
ceni-ai92;dfo;202112;51.02
ceni-ai92;dfo;202201;51.62
ceni-ai92;dfo;202202;51.62
ceni-ai92;dfo;202203;51.48
ceni-ai92;dfo;202204;51.21
ceni-ai92;dfo;202205;51.03
ceni-ai92;dfo;202206;50.98
ceni-ai92;dfo;202207;50.99
ceni-ai92;dfo;202208;50.99
ceni-ai92;dfo;202209;50.96
ceni-ai92;dfo;202210;50.97
ceni-ai92;dfo;202211;50.97
ceni-ai92;dfo;202212;50.81
ceni-ai92;dfo;202301;50.5
ceni-ai92;dfo;202302;50.49
ceni-ai92;dfo;202303;50.82
ceni-ai92;dfo;202304;51.01
ceni-ai92;dfo;202305;51.42
ceni-ai92;dfo;202306;51.76
ceni-ai92;dfo;202307;52.84
ceni-ai92;dfo;202308;54.03
ceni-ai92;dfo;202309;55.2
ceni-ai92;dfo;202310;55.05
ceni-ai92;dfo;202311;54.81
ceni-ai92;dfo;202312;54.99
ceni-ai92;dfo;202401;55.41
ceni-ai92;dfo;202402;55.65
ceni-ai92;dfo;202403;55.84
ceni-ai92;dfo;202404;55.97
ceni-ai92;dfo;202405;56.07
ceni-ai92;dfo;202406;56.3
ceni-ai92;dfo;202407;57.17
ceni-ai92;dfo;202408;57.83
ceni-ai92;dfo;202409;58.31
ceni-ai92;dfo;202410;59.0
ceni-ai92;dfo;202411;59.91
ceni-ai92;dfo;202412;60.58
ceni-ai92;dfo;202501;62.2
ceni-ai92;dfo;202502;62.67
ceni-ai92;dfo;202503;62.77
ceni-ai92;dfo;202504;62.82
ceni-ai92;dfo;202505;63.02
ceni-ai92;dfo;202506;63.18
ceni-ai92;dfo;202507;63.93
ceni-ai92;dfo;202508;65.88
ceni-ai92;dfo;202509;67.19
ceni-ai92;dfo;202510;69.37
ceni-ai92;dfo;202511;70.59
ceni-ai92;dfo;202512;71.5
ceni-ai92;dfo;202601;71.62
ceni-ai92;dfo;202602;71.32
ceni-ai92;dfo;202603;71.34
ceni-ai92;dfo;202604;71.29
ceni-ai92;dfo;202605;72.11
ceni-ai92;dfo;202606;75.45
ceni-ai92;dfo;202607;79.76
ceni-ai92;evreyskaya-ao;200301;12.69
ceni-ai92;evreyskaya-ao;200302;13.19
ceni-ai92;evreyskaya-ao;200303;13.19
ceni-ai92;evreyskaya-ao;200304;13.19
ceni-ai92;evreyskaya-ao;200305;12.19
ceni-ai92;evreyskaya-ao;200306;12.19
ceni-ai92;evreyskaya-ao;200307;12.69
ceni-ai92;evreyskaya-ao;200308;12.69
ceni-ai92;evreyskaya-ao;200309;13.19
ceni-ai92;evreyskaya-ao;200310;13.19
ceni-ai92;evreyskaya-ao;200311;13.19
ceni-ai92;evreyskaya-ao;200312;13.19
ceni-ai92;evreyskaya-ao;200401;13.69
ceni-ai92;evreyskaya-ao;200402;13.69
ceni-ai92;evreyskaya-ao;200403;13.69
ceni-ai92;evreyskaya-ao;200404;13.69
ceni-ai92;evreyskaya-ao;200405;13.69
ceni-ai92;evreyskaya-ao;200406;14.69
ceni-ai92;evreyskaya-ao;200407;14.69
ceni-ai92;evreyskaya-ao;200408;15.39
ceni-ai92;evreyskaya-ao;200409;16.19
ceni-ai92;evreyskaya-ao;200410;16.19
ceni-ai92;evreyskaya-ao;200411;16.19
ceni-ai92;evreyskaya-ao;200412;16.19
ceni-ai92;evreyskaya-ao;200501;16.16
ceni-ai92;evreyskaya-ao;200502;16.16
ceni-ai92;evreyskaya-ao;200503;16.16
ceni-ai92;evreyskaya-ao;200504;16.14
ceni-ai92;evreyskaya-ao;200505;16.02
ceni-ai92;evreyskaya-ao;200506;16.02
ceni-ai92;evreyskaya-ao;200507;16.46
ceni-ai92;evreyskaya-ao;200508;17.46
ceni-ai92;evreyskaya-ao;200509;18.96
ceni-ai92;evreyskaya-ao;200510;18.96
ceni-ai92;evreyskaya-ao;200511;18.96
ceni-ai92;evreyskaya-ao;200512;18.96
ceni-ai92;evreyskaya-ao;200601;18.96
ceni-ai92;evreyskaya-ao;200602;18.96
ceni-ai92;evreyskaya-ao;200603;19.46
ceni-ai92;evreyskaya-ao;200604;19.46
ceni-ai92;evreyskaya-ao;200605;19.46
ceni-ai92;evreyskaya-ao;200606;19.46
ceni-ai92;evreyskaya-ao;200607;19.46
ceni-ai92;evreyskaya-ao;200608;19.46
ceni-ai92;evreyskaya-ao;200609;19.46
ceni-ai92;evreyskaya-ao;200610;19.46
ceni-ai92;evreyskaya-ao;200611;19.46
ceni-ai92;evreyskaya-ao;200612;19.46
ceni-ai92;evreyskaya-ao;200701;19.46
ceni-ai92;evreyskaya-ao;200702;19.46
ceni-ai92;evreyskaya-ao;200703;19.63
ceni-ai92;evreyskaya-ao;200704;19.63
ceni-ai92;evreyskaya-ao;200705;19.63
ceni-ai92;evreyskaya-ao;200706;20.14
ceni-ai92;evreyskaya-ao;200707;20.14
ceni-ai92;evreyskaya-ao;200708;20.64
ceni-ai92;evreyskaya-ao;200709;20.64
ceni-ai92;evreyskaya-ao;200710;20.64
ceni-ai92;evreyskaya-ao;200711;20.94
ceni-ai92;evreyskaya-ao;200712;21.99
ceni-ai92;evreyskaya-ao;200801;24.32
ceni-ai92;evreyskaya-ao;200802;24.27
ceni-ai92;evreyskaya-ao;200803;24.19
ceni-ai92;evreyskaya-ao;200804;25.42
ceni-ai92;evreyskaya-ao;200805;25.42
ceni-ai92;evreyskaya-ao;200806;25.42
ceni-ai92;evreyskaya-ao;200807;27.43
ceni-ai92;evreyskaya-ao;200808;27.43
ceni-ai92;evreyskaya-ao;200809;27.43
ceni-ai92;evreyskaya-ao;200810;26.44
ceni-ai92;evreyskaya-ao;200811;25.12
ceni-ai92;evreyskaya-ao;200812;24.1
ceni-ai92;evreyskaya-ao;200901;23.11
ceni-ai92;evreyskaya-ao;200902;22.79
ceni-ai92;evreyskaya-ao;200903;22.56
ceni-ai92;evreyskaya-ao;200904;22.37
ceni-ai92;evreyskaya-ao;200905;21.28
ceni-ai92;evreyskaya-ao;200906;22.42
ceni-ai92;evreyskaya-ao;200907;25.23
ceni-ai92;evreyskaya-ao;200908;25.4
ceni-ai92;evreyskaya-ao;200909;26.54
ceni-ai92;evreyskaya-ao;200910;26.63
ceni-ai92;evreyskaya-ao;200911;26.63
ceni-ai92;evreyskaya-ao;200912;25.74
ceni-ai92;evreyskaya-ao;201001;25.07
ceni-ai92;evreyskaya-ao;201002;25.07
ceni-ai92;evreyskaya-ao;201003;25.09
ceni-ai92;evreyskaya-ao;201004;25.38
ceni-ai92;evreyskaya-ao;201005;25.45
ceni-ai92;evreyskaya-ao;201006;25.45
ceni-ai92;evreyskaya-ao;201007;25.84
ceni-ai92;evreyskaya-ao;201008;26.32
ceni-ai92;evreyskaya-ao;201009;26.45
ceni-ai92;evreyskaya-ao;201010;26.51
ceni-ai92;evreyskaya-ao;201011;26.51
ceni-ai92;evreyskaya-ao;201012;26.51
ceni-ai92;evreyskaya-ao;201101;27.68
ceni-ai92;evreyskaya-ao;201102;26.64
ceni-ai92;evreyskaya-ao;201103;26.08
ceni-ai92;evreyskaya-ao;201104;26.35
ceni-ai92;evreyskaya-ao;201105;27.68
ceni-ai92;evreyskaya-ao;201106;28.57
ceni-ai92;evreyskaya-ao;201107;28.59
ceni-ai92;evreyskaya-ao;201108;28.99
ceni-ai92;evreyskaya-ao;201109;28.99
ceni-ai92;evreyskaya-ao;201110;28.99
ceni-ai92;evreyskaya-ao;201111;29.47
ceni-ai92;evreyskaya-ao;201112;29.47
ceni-ai92;evreyskaya-ao;201201;29.59
ceni-ai92;evreyskaya-ao;201202;29.47
ceni-ai92;evreyskaya-ao;201203;29.47
ceni-ai92;evreyskaya-ao;201204;29.47
ceni-ai92;evreyskaya-ao;201205;29.62
ceni-ai92;evreyskaya-ao;201206;29.62
ceni-ai92;evreyskaya-ao;201207;29.62
ceni-ai92;evreyskaya-ao;201208;29.98
ceni-ai92;evreyskaya-ao;201209;30.55
ceni-ai92;evreyskaya-ao;201210;31.58
ceni-ai92;evreyskaya-ao;201211;32.15
ceni-ai92;evreyskaya-ao;201212;32.3
ceni-ai92;evreyskaya-ao;201301;32.55
ceni-ai92;evreyskaya-ao;201302;32.89
ceni-ai92;evreyskaya-ao;201303;33.35
ceni-ai92;evreyskaya-ao;201304;33.35
ceni-ai92;evreyskaya-ao;201305;33.35
ceni-ai92;evreyskaya-ao;201306;33.32
ceni-ai92;evreyskaya-ao;201307;33.32
ceni-ai92;evreyskaya-ao;201308;33.32
ceni-ai92;evreyskaya-ao;201309;33.32
ceni-ai92;evreyskaya-ao;201310;33.36
ceni-ai92;evreyskaya-ao;201311;33.36
ceni-ai92;evreyskaya-ao;201312;33.36
ceni-ai92;evreyskaya-ao;201401;33.35
ceni-ai92;evreyskaya-ao;201402;33.35
ceni-ai92;evreyskaya-ao;201403;33.81
ceni-ai92;evreyskaya-ao;201404;34.15
ceni-ai92;evreyskaya-ao;201405;34.15
ceni-ai92;evreyskaya-ao;201406;34.17
ceni-ai92;evreyskaya-ao;201407;34.48
ceni-ai92;evreyskaya-ao;201408;34.74
ceni-ai92;evreyskaya-ao;201409;34.8
ceni-ai92;evreyskaya-ao;201410;35.17
ceni-ai92;evreyskaya-ao;201411;35.35
ceni-ai92;evreyskaya-ao;201412;35.37
ceni-ai92;evreyskaya-ao;201501;35.2
ceni-ai92;evreyskaya-ao;201502;35.09
ceni-ai92;evreyskaya-ao;201503;35.28
ceni-ai92;evreyskaya-ao;201504;35.09
ceni-ai92;evreyskaya-ao;201505;35.09
